asset,source,ethnicity,gender,head_id,frame,dist_interocular_inner,dist_interocular_outer,dist_eye_width_left,dist_eye_width_right,dist_eye_to_nose_tip_left,dist_eye_to_nose_tip_right,dist_eye_to_mouth_left,dist_eye_to_mouth_right,dist_nose_width,dist_nose_length,dist_mouth_width,dist_lip_height,dist_jaw_width,dist_cheekbone_width,dist_face_height,dist_chin_to_mouth,dist_brow_width_left,dist_brow_width_right,dist_brow_span,ratio_interocular_outer,ratio_eye_width_left,ratio_eye_width_right,ratio_eye_to_nose_tip_left,ratio_eye_to_nose_tip_right,ratio_eye_to_mouth_left,ratio_eye_to_mouth_right,ratio_nose_width,ratio_nose_length,ratio_mouth_width,ratio_lip_height,ratio_jaw_width,ratio_cheekbone_width,ratio_face_height,ratio_chin_to_mouth,ratio_brow_width_left,ratio_brow_width_right,ratio_brow_span
auth_african_f_9101_frame_0001_subdiv_auth_african_f_9101_head.glb,pca_gnm_variation_001,african,female,9101,0001,0.04926101350086288,0.1641288126074623,0.06171296198671999,0.0621239489360956,0.08407415629180778,0.08395509302378432,0.0865318442185692,0.08627922181056047,0.03459432535186003,0.031064926033618434,0.06112487277300587,0.02175191944199757,0.05344634321318613,0.1825791895754109,0.1640980815215348,0.04889184091401991,0.08572201598287701,0.08571221594674691,0.1748292744185424,3.3318196468813484,1.2527749147028613,1.2611179616718078,1.706707806373799,1.7042908185864614,1.7565989424284474,1.751470700233343,0.7022658060263836,0.6306188977024252,1.2408366866413574,0.44156459431384926,1.084962314310686,3.7063628334040013,3.331195804947464,0.9925057858008443,1.7401594058022267,1.7399604647851092,3.549039331386879
auth_african_f_9102_frame_0002_subdiv_auth_african_f_9102_head.glb,pca_gnm_variation_001,african,female,9102,0002,0.05674470435730092,0.16069800796627814,0.05464845924124839,0.054329551075729655,0.0807784753728268,0.08010701531163106,0.0822578934542863,0.08182683682105897,0.03501397577565643,0.03133968964851424,0.06021819365845704,0.021476499867477124,0.05100615752209693,0.18513448542850922,0.16150092705773486,0.04926410570644741,0.08686470735169612,0.08685098068883314,0.1787848398107309,2.8319472237342325,0.9630583128453146,0.9574382612628676,1.423542095914253,1.4117090963630035,1.4496135698643884,1.442017149403492,0.6170439369141139,0.5522927646460104,1.0612125720011654,0.3784758438822301,0.8988707950777146,3.2625861307300887,2.8460968981496815,0.8681709820223773,1.5307984830573864,1.5305565809624078,3.1506876603847878
auth_african_f_9103_frame_0003_subdiv_auth_african_f_9103_head.glb,pca_gnm_variation_001,african,female,9103,0003,0.05430825652507166,0.17364145119602745,0.06464673062827933,0.0649546096715715,0.08684101652258312,0.08676530655892004,0.08709117844954713,0.08682631248542826,0.03563687265270695,0.03250712734929052,0.06129326322256012,0.020067244073589962,0.05899036902895829,0.17768070870978797,0.16767695546130157,0.05273899744090652,0.08553076212009228,0.08552378263560517,0.17482456565796148,3.1973306142844975,1.1903665255472686,1.196035627503249,1.5990389321832228,1.5976448538513555,1.6036452654181796,1.5987681807709015,0.6561962201135112,0.5985669478136064,1.1286177672498803,0.3695063210936596,1.086213640493598,3.2717071045681765,3.0875039301600986,0.9711045946864326,1.5749126853410698,1.574784169256524,3.21911578172746
auth_african_f_9104_frame_0004_subdiv_auth_african_f_9104_head.glb,pca_gnm_variation_001,african,female,9104,0004,0.04859197233710882,0.1569965892004878,0.05743740052544263,0.05727005877697192,0.08030451611710608,0.07878231020751893,0.08370204997658248,0.08279831652753433,0.033875690793401476,0.03100270813726935,0.058972341774112653,0.020437770796279387,0.053110165829761274,0.1804884078229791,0.16400732432373924,0.05023486608071669,0.08700710656905279,0.08697070688243452,0.17790482938982857,3.2309161709122955,1.1820347634166462,1.1785909487200585,1.6526292771157791,1.6213029934443366,1.7225489304261217,1.7039505199154623,0.697145828088382,0.6380211925168787,1.2136231343932613,0.4205997372259662,1.0929823029472296,3.714366779986482,3.375193811560717,1.0338099826903553,1.7905654449553394,1.7898163564769844,3.6611979475870307
auth_african_f_9106_frame_0006_subdiv_auth_african_f_9106_head.glb,pca_gnm_variation_001,african,female,9106,0006,0.051281139302546665,0.1735605823140849,0.06615688506452656,0.06652809451470594,0.0852978889977248,0.0852652750498058,0.08691768912107964,0.0866117752425027,0.03613603950786328,0.031585313459623995,0.05985222258169418,0.020053274028156147,0.058353117584262995,0.17662326346361307,0.16797836938206379,0.052279481799413,0.08530954197312052,0.08530793268703193,0.17479439080773984,3.3844915435696206,1.2900822010645374,1.2973209140734145,1.6633384156012467,1.6627024323067536,1.6949250797312772,1.6889596530122624,0.7046653018894363,0.615924565818986,1.167139096278266,0.3910457977512267,1.137906028959172,3.4442148880815098,3.275636455559829,1.0194680249004677,1.6635656526625564,1.6635342710257506,3.4085512370638655
auth_african_f_9107_frame_0007_subdiv_auth_african_f_9107_head.glb,pca_gnm_variation_001,african,female,9107,0007,0.052740671914168806,0.16658776143375456,0.055893509292865656,0.0661057327061854,0.08125366828142536,0.08635263665487473,0.08494676728409986,0.08729916433926374,0.03573918529404083,0.03166547348883278,0.06322694387367485,0.019564312395947487,0.05557820621550343,0.1783829185544495,0.1661582553755957,0.05002534090417793,0.08563804318776005,0.08562673858413711,0.1748172268285252,3.1586203851339385,1.0597800002212303,1.2534108934707384,1.5406263388843273,1.6373063429189278,1.6106500770855532,1.6552531693440709,0.6776399313266899,0.6003995083787667,1.198827045217998,0.3709530365442979,1.0538016335088125,3.3822648077892015,3.1504766500890407,0.9485154263030653,1.623757151352358,1.6235428081668684,3.3146568006002304
auth_african_f_9109_frame_0009_subdiv_auth_african_f_9109_head.glb,pca_gnm_variation_001,african,female,9109,0009,0.049336219597863364,0.1747563964225876,0.06789941233946696,0.06941071029095924,0.08564536154058729,0.08508439362900633,0.08639141148602504,0.08585000628786393,0.035067826471087665,0.03208561990357477,0.059147834597472956,0.02102266358796232,0.05499380765327688,0.17940457972772553,0.16522130702963012,0.04996193231200987,0.08556269052407998,0.0855490852923205,0.1754917279607167,3.5421521520500914,1.3762589207870222,1.4068915465498142,1.735953063260169,1.724582757303341,1.7510748125858928,1.7401010249188589,0.7107927351735391,0.6503461384983037,1.1988724527250667,0.4261101430007573,1.1146741299095915,3.6363665718622493,3.3488846201905886,1.0126826238257949,1.734277397447483,1.7340016318563944,3.557056649073226
auth_african_f_9110_frame_0010_subdiv_auth_african_f_9110_head.glb,pca_gnm_variation_001,african,female,9110,0010,0.051783174713434174,0.17011121346962876,0.06451381084443089,0.06518438576179762,0.08469055875689867,0.08440263701991285,0.08535993496632327,0.08498606621159578,0.03543370236360936,0.03036503746137684,0.06189315406939353,0.02088061074792635,0.056617746690804716,0.1774342436061072,0.1663687883025108,0.05338974023769871,0.08578467816115676,0.08578526910417959,0.1736050248949617,3.2850672908916225,1.245845029808379,1.2587946977473892,1.6354840974036937,1.629923956709749,1.6484106167437864,1.6411907281062807,0.6842705677992499,0.5863881005638536,1.195236761977371,0.40323156823579737,1.0933618304425106,3.426484463110278,3.212796226248939,1.0310248557210948,1.6566129565420702,1.656624368415253,3.352537303007866
auth_african_f_9111_frame_0011_subdiv_auth_african_f_9111_head.glb,pca_gnm_variation_001,african,female,9111,0011,0.05275738766601174,0.15858588101293197,0.057121856175647724,0.057809339049988584,0.08243565943006773,0.08189939055315187,0.08590191421669247,0.08491608594004652,0.043085180684969485,0.03196495478242031,0.060840039501376744,0.02021099333629161,0.054478545760765634,0.17883818650558064,0.16518861221019018,0.04780975555571801,0.0853418901448314,0.08532535241367172,0.17422706634011498,3.005946428145434,1.082727153536598,1.095758179232811,1.562542481290745,1.5523776702445502,1.6282442709352278,1.6095582002206033,0.8166663019353126,0.6058858521346635,1.1532041708837708,0.38309314070363415,1.0326240204623083,3.3898226280220998,3.1310991601013405,0.9062191604024173,1.617629187500726,1.6173157199108525,3.3024202684766077
auth_african_f_9112_frame_0012_subdiv_auth_african_f_9112_head.glb,pca_gnm_variation_001,african,female,9112,0012,0.04934480250623088,0.14944440884472218,0.05389881534369184,0.05411752449603813,0.0820884147561005,0.08145031331021944,0.08588782659991306,0.08552443126988829,0.03553651351769003,0.03182199210044124,0.06308790081461534,0.02276342693931811,0.05430660961920507,0.18060583630399746,0.16462443563215462,0.048725226624573285,0.08623361570922948,0.08621852881105341,0.17633469403423868,3.0285744648760424,1.0922896152413604,1.0967218784431165,1.6635676015875231,1.6506361191725214,1.7405648059705543,1.7332003965177272,0.7201673066419255,0.6448904541957181,1.2785115677917465,0.46131356866700846,1.100553794137643,3.660078207450358,3.336206191348463,0.9874439484973244,1.7475724155211803,1.7472666710980636,3.5735211223506775
